company_name,country,registration_number,industry,description,website,facility_count,source,extracted_at
Malta Industrial Group 11293 LDA,Malta,MA-962109,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11293.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11294 LDA,Malta,MA-281117,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11294.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11295 SARL,Malta,MA-416144,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11295.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11296 Ltd,Malta,MA-163775,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11296.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11297 SPA,Malta,MA-381535,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11297.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11298 Company,Malta,MA-736728,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11298.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11299 Ltd,Malta,MA-856138,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11299.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11300 SPA,Malta,MA-259914,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11300.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11301 LDA,Malta,MA-236892,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11301.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11302 SA,Malta,MA-421997,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11302.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11303 SA,Malta,MA-289245,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11303.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11304 SARL,Malta,MA-947297,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11304.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11305 LDA,Malta,MA-671732,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11305.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11306 Company,Malta,MA-695840,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11306.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11307 Company,Malta,MA-280863,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11307.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11308 SARL,Malta,MA-213826,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11308.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11309 SA,Malta,MA-921623,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11309.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11310 Ltd,Malta,MA-675291,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11310.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11311 SA,Malta,MA-854429,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11311.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11312 SPA,Malta,MA-899464,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11312.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11313 Company,Malta,MA-500759,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11313.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11314 Ltd,Malta,MA-177710,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11314.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11315 LDA,Malta,MA-979096,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11315.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11316 Company,Malta,MA-483719,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11316.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11317 SPA,Malta,MA-213514,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11317.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11318 Company,Malta,MA-423275,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11318.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11319 SPA,Malta,MA-456015,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11319.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11320 SA,Malta,MA-786483,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11320.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11321 Company,Malta,MA-792208,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11321.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11322 LDA,Malta,MA-135564,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11322.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11323 Ltd,Malta,MA-950859,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11323.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11324 SA,Malta,MA-193863,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11324.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11325 SA,Malta,MA-301910,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11325.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11326 SPA,Malta,MA-365841,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11326.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11327 Ltd,Malta,MA-109814,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11327.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11328 SPA,Malta,MA-154577,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11328.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11329 SPA,Malta,MA-675980,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11329.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11330 Ltd,Malta,MA-132215,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11330.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11331 Ltd,Malta,MA-247586,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11331.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11332 Company,Malta,MA-654971,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11332.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11333 SA,Malta,MA-289431,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11333.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11334 Ltd,Malta,MA-663858,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11334.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11335 LDA,Malta,MA-256347,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11335.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11336 SPA,Malta,MA-977334,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11336.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11337 SARL,Malta,MA-281400,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11337.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11338 Company,Malta,MA-895292,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11338.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11339 SA,Malta,MA-446626,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11339.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.109079
Malta Industrial Group 11340 Ltd,Malta,MA-682242,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11340.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11341 Company,Malta,MA-236391,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11341.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11342 Ltd,Malta,MA-989526,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11342.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11343 Ltd,Malta,MA-714294,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11343.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11344 Company,Malta,MA-575173,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11344.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11345 SA,Malta,MA-908116,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11345.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11346 LDA,Malta,MA-670204,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11346.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11347 LDA,Malta,MA-869606,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11347.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11348 SPA,Malta,MA-349546,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11348.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11349 SA,Malta,MA-126103,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11349.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11350 LDA,Malta,MA-515637,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11350.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11351 SARL,Malta,MA-154037,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11351.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11352 Company,Malta,MA-433303,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11352.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11353 Ltd,Malta,MA-848905,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11353.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11354 Ltd,Malta,MA-562774,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11354.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11355 SARL,Malta,MA-987766,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11355.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11356 SARL,Malta,MA-368374,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11356.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11357 SARL,Malta,MA-107833,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11357.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11358 SPA,Malta,MA-667022,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11358.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11359 Company,Malta,MA-643704,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11359.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11360 SA,Malta,MA-505650,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11360.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11361 SARL,Malta,MA-859122,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11361.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11362 LDA,Malta,MA-786164,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11362.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11363 Company,Malta,MA-696179,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11363.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11364 SPA,Malta,MA-695679,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11364.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11365 Ltd,Malta,MA-807513,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11365.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11366 Ltd,Malta,MA-179016,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11366.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11367 SA,Malta,MA-941919,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11367.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11368 LDA,Malta,MA-880808,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11368.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11369 LDA,Malta,MA-894281,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11369.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11370 Company,Malta,MA-508742,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11370.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11371 Ltd,Malta,MA-837848,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11371.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11372 SARL,Malta,MA-489073,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11372.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11373 SPA,Malta,MA-151458,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11373.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11374 LDA,Malta,MA-877423,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11374.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11375 Company,Malta,MA-603369,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11375.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11376 SARL,Malta,MA-767484,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11376.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11377 Ltd,Malta,MA-947523,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11377.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11378 SARL,Malta,MA-699040,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11378.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11379 SARL,Malta,MA-363580,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11379.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11380 Company,Malta,MA-488201,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11380.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11381 SA,Malta,MA-411218,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11381.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11382 Company,Malta,MA-932334,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11382.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11383 LDA,Malta,MA-878948,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11383.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11384 SPA,Malta,MA-428443,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11384.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11385 LDA,Malta,MA-502966,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11385.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11386 SARL,Malta,MA-449574,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11386.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11387 SPA,Malta,MA-827893,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11387.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11388 SPA,Malta,MA-119795,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11388.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11389 LDA,Malta,MA-443865,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11389.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11390 LDA,Malta,MA-867881,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11390.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11391 Ltd,Malta,MA-363889,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11391.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11392 SARL,Malta,MA-712864,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11392.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11393 SARL,Malta,MA-547195,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11393.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11394 Ltd,Malta,MA-473091,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11394.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11395 SPA,Malta,MA-426498,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11395.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11396 SARL,Malta,MA-650080,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11396.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11397 Company,Malta,MA-207521,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11397.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11398 SPA,Malta,MA-770913,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11398.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11399 SPA,Malta,MA-936982,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11399.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11400 Company,Malta,MA-581635,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11400.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11401 SARL,Malta,MA-702406,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11401.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11402 SARL,Malta,MA-279879,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11402.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11403 Company,Malta,MA-167983,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11403.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11404 SPA,Malta,MA-549553,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11404.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11405 Company,Malta,MA-285705,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11405.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11406 SPA,Malta,MA-929351,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11406.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11407 Ltd,Malta,MA-236202,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11407.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11408 Company,Malta,MA-493053,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11408.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11409 SA,Malta,MA-290424,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11409.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11410 Ltd,Malta,MA-479453,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11410.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11411 SARL,Malta,MA-237327,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11411.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11412 SPA,Malta,MA-462761,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11412.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11413 SPA,Malta,MA-832777,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11413.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11414 LDA,Malta,MA-284422,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11414.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.110054
Malta Industrial Group 11415 SARL,Malta,MA-573540,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11415.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11416 Ltd,Malta,MA-643075,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11416.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11417 SA,Malta,MA-322080,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11417.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11418 SARL,Malta,MA-615115,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11418.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11419 LDA,Malta,MA-793416,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11419.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11420 Ltd,Malta,MA-991248,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11420.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11421 SPA,Malta,MA-935340,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11421.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11422 Company,Malta,MA-297473,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11422.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11423 LDA,Malta,MA-465922,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11423.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11424 SPA,Malta,MA-153525,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11424.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11425 Company,Malta,MA-302751,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11425.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11426 SARL,Malta,MA-586406,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11426.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
